"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14010","Deve buscar um produto pela barra de pesquisa","Funcionalidade busca","2026-07-22","passed","2026-07-22","","","",""
